input,target,prediction,pred_length,valid,tanimoto
NC(=N)C1OCCCO1,NC(=N)C1OCCCO1,NC1(CNC1C[NH2+]C1)C([O-])=O,27,False,
OC(=O)[C@H]1CCCCN1,[O-]C(=O)C1CCCC[NH2+]1,CC1CCC1C([NH2+]1)C([O-])=O,26,False,
OC(=O)[C@H]1CNCCN1,[O-]C(=O)C1CNCC[NH2+]1,NC1C(=N)C([NH2+])C1CCO,22,True,0.045454545454545456
OC(=O)[C@H]1COCCN1,[O-]C(=O)C1COCC[NH2+]1,[NH3+]C1CC1C(O)C([O-])=O,24,True,0.19444444444444445
[CH2]C#CC(=[NH2])N.O=C=O,NC(=[NH2+])C#CCC([O-])=O,NC(=[NH2+])CC#CC([O-])=O,24,True,0.5555555555555556
NC(=N)CC#CC(=O)O,NC(=[NH2+])CC#CC([O-])=O,NC(=N)C(=O)C#CC(O)C#N,21,True,0.1891891891891892
CC(=N)NC(=O)C(=N)N,CC(=N)NC(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=N,21,True,0.2962962962962963
C[C](OC(=O)C(=N)N)[NH],CC(=N)OC(=O)C(N)=N,NC(=N)C(=O)C(N)C1=O,19,False,
NC(=N)NC(=O)C(=O)C,CC(=O)C(=O)NC(N)=N,NC(=N)C(=O)C(N)C(N)=O,21,True,0.25
CC(=O)CC(=O)C(=N)N,CC(=O)CC(=O)C(N)=N,NC(=N)C(=O)C(C)C(C)=O,21,True,0.37037037037037035
CC(=O)NC(=O)C(=N)N,CC(=O)NC(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=O,21,True,0.2962962962962963
NC(=O)CC(=O)C(=N)N,NC(=O)CC(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=O,21,True,0.32
NC(=O)NC(=O)C(=N)N,NC(=O)NC(=O)C(N)=N,NC(=N)N(C(=O)C(N)C(N)=O)C(N)=O,30,True,0.22580645161290322
[CH2]C(=[NH2])N.O=C=O.O=[C],NC(=[NH2+])CC(=O)C([O-])=O,NC(=[NH2+])C(C([O-])=O)C=O,26,True,0.3333333333333333
NC(=NC(=N)C(=O)O)N,NC(=[NH2+])NC(=N)C([O-])=O,NC(=N)N(C(=O)C(N)C(N)=O)C(N)=O,30,True,0.2
NC(=N)NC(=O)C(=N)N,NC(=N)NC(=O)C(N)=N,NC(=N)N(C)C(=O)C(N)=N,21,True,0.36
NC(=N)NC(=O)C(=O)N,NC(=N)NC(=O)C(N)=O,NC(=N)N(C(=O)C(N)C(N)=O)C(N)=O,30,True,0.22580645161290322
O=C(C1CC1)NC(=N)N,NC(=N)NC(=O)C1CC1,NC1=C(NC(=N)NC(C=O)C1)C,23,True,0.11363636363636363
NC(=N)NC(=O)[C@H]1CN1,NC(=N)NC(=O)C1CN1,NC1=NC(C)=NC(=N)N1,18,True,0.07692307692307693
NC(=N)NC(=O)[C@H]1CO1,NC(=N)NC(=O)C1CO1,NC1=C(N)N=C(O)C1=O,18,True,0.08108108108108109
NC(=C)N1CC1.O=C=O,[O-]C(=O)CC(=[NH2+])N1CC1,NC1=C(C[NH3+])C([O-])=C1[O,26,False,
NC(=N)NC(=O)CC#C,NC(=N)NC(=O)CC#C,NC(=N)C(=O)C#CCC#N,18,True,0.2571428571428571
NC(=N)NC(=O)CC#N,NC(=N)NC(=O)CC#N,NC(=N)N(C#N)C(C#N)C#N,21,True,0.23529411764705882
NC(=N)NC(=O)CC=O,NC(=N)NC(=O)CC=O,NC(=N)NC(=O)C(C=O)CC1,21,False,
N=CNC(=O)NC(=N)N,NC(=N)NC(=O)NC=N,NC(=N)NC(=O)NC(N)=N,19,True,0.6190476190476191
O=CNC(=O)NC(=N)N,NC(=N)NC(=O)NC=O,NC(=N)NC(=O)NC(=O)C(N)=N,24,True,0.5
[NH][CH]OC(=O)NC(=N)N,NC(=N)NC(=O)OC=N,NC(=N)NC(=O)C(=O)N1,19,False,
N=CNC(=[NH2])[CH2].O=C=O,[O-]C(=O)CC(=[NH2+])NC=N,NC(=[NH2+])CC([O-])=O,21,True,0.4230769230769231
C[C@](C#C)(CC(=O)O)N,CC([NH3+])(CC([O-])=O)C#C,CC(C#C)([NH3+])C(C)([O-])=O,27,False,
N=CN(CC(=O)O)C=N,[O-]C(=O)CN(C=N)C=[NH2+],NC(=N)NC(=O)CC(=O)C=O,21,True,0.15789473684210525
C[C@@]1(CC(=O)O)CCN1,CC1(CC([O-])=O)CC[NH2+]1,CC1(CC1CC1)C([NH3+])C([O-])=O,29,False,
NC[C@]1(C)COC(=O)C1,CC1(CC([O-])=O)C[NH2+]C1,CC1(CC1)C([NH2+]C1)C([O-])=O,28,False,
OC(=O)CC1(N)CCC1,[NH3+]C1(CC([O-])=O)CCC1,CC1(CC1)C([NH2+]C([O-])=O)C1,28,False,
OC(=O)CC1(N)COC1,[NH3+]C1(CC([O-])=O)COC1,NC1(CC([O-])=O)C(O1)CO,22,True,0.3235294117647059
OC(=O)CC1([O])C[NH2]C1,OC1(CC([O-])=O)C[NH2+]C1,[NH3+]C1(CC2C12OC([O-])=O)C(O1,30,False,
OC(=O)C[C@]12C[C@H](C1)N2,[O-]C(=O)CC12CC(C1)[NH2+]2,[NH3+]C12CC2C1(C2)C([O-])=O,27,False,
OC(=O)C[C@@]12C[C@H]2CN1,[O-]C(=O)CC12CC1C[NH2+]2,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.24324324324324326
O=C1OC[C@@]2(C1)C[C@H]2N,[O-]C(=O)CC12CC1[NH2+]C2,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.24324324324324326
OC(=O)CC1=CCNC1,[O-]C(=O)CC1=CC[NH2+]C1,NC1=C(CC([O-])=O1CCCC1)C2+]2,28,False,
C=C1NCCN1.O=C=O,[O-]C(=O)CC1=[NH+]CCN1,NC1=C(C[NH3+])C([O-])=C1[O,26,False,
O=C1O[C@@H]2[C@H](C1)[C@H](C2)N,[O-]C(=O)CC1C2CC1[NH2+]2,[NH3+]C1C2CC2C1C([O-])=O,24,True,0.25
OC(=O)C[C@H]1[C@@H]2CN1C2,[O-]C(=O)CC1C2C[NH+]1C2,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.23529411764705882
OC(=O)CN1[C@@H]2C[C@H]1C2,[O-]C(=O)C[NH+]1C2CC1C2,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.24242424242424243
OC(=O)C[C@@H]1[C@H]2[C@@H]1CN2,[O-]C(=O)CC1C2C[NH2+]C12,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.29411764705882354
N[C]1C[C@@H]([N]1)CC(=O)O,[O-]C(=O)CC1CC(=[NH2+])N1,CC1CC1([NH3+])C([O-])=O,23,True,0.2
OC(=O)C[C@@H]1NC1(C)C,CC1(C)[NH2+]C1CC([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,True,0.20588235294117646
C[C@@]1(N)C[C@H]1CC(=O)O,CC1([NH3+])CC1CC([O-])=O,CC1CC1([NH3+])C1C([O-])=O,25,False,
N[C]N1C[C@@H]1CC(=O)O,[O-]C(=O)CC1CN1C=[NH2+],CC1CC([NH2+]C1)C([O-])=O,24,True,0.1794871794871795
O=C1OC[C@H](C1)[C@@H]1CN1,[O-]C(=O)CC1C[NH+]2CC12,CC1CC1C2C1[NH2+]C1C([O-])=O,27,False,
OC(=O)C[C@H]1N[C@@H]2[C@H]1C2,[O-]C(=O)CC1[NH2+]C2CC12,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.3235294117647059
OC(=O)CN1C[C@@H]2[C@H]1C2,[O-]C(=O)C[NH+]1CC2CC12,[O-]C(=O)C1C2CC1[NH2+]C2,24,True,0.25
OC(=O)C[C@H]1CN[CH][N]1,[O-]C(=O)CC1C[NH+]=CN1,CC1CC2=C(O)N=NO1,16,False,
OC(=O)CN1CC=CC1,[O-]C(=O)C[NH+]1CC=CC1,NC1=C(CC([O-])=O1CCCC1)C2+]2,28,False,
OC(=O)C[C@H]1CNC1=N,[O-]C(=O)CC1CNC1=[NH2+],N=C1NC=C(O1)C=CO,16,True,0.06818181818181818
O=C1CN2[C@@](O1)(N)CC2,[O-]C(=O)CN1CCC1=[NH2+],[NH3+]C1(CC2C1)C([O-])=O,24,False,
OC(=O)C[C@H]1CN[CH][N]1,[O-]C(=O)CC1CNC=[NH+]1,CC1CC2=C(O)N=NO1,16,False,
OC(=O)C[C@H]1NCC=C1,[O-]C(=O)CC1[NH2+]CC=C1,CC1C2C([NH2+]C1)C([O-])=O,25,False,
[CH2]N1[CH]NCC1.O=C=O,[O-]C(=O)CN1CC[NH+]=C1,N=C1OC=C(CC=[NH2+])O1,21,True,0.045454545454545456
OC(=O)C[C@H]1CCCN1,[O-]C(=O)CC1CCC[NH2+]1,CC1CCC1C([NH2+]1)C([O-])=O,26,False,
OC(=O)C[C@@H]1CNCC1,[O-]C(=O)CC1CC[NH2+]C1,CC1CCC1[NH2+]C1C([O-])=O,24,False,
OC(=O)CN1CCCC1,[O-]C(=O)C[NH+]1CCCC1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
NC(=NCC(=O)O)C#C,NC(=[NH+]CC([O-])=O)C#C,NC(=N)C(=O)C#CC(O)C#N,21,True,0.15384615384615385
OC(=O)CN=C1CCN1,[O-]C(=O)C[NH+]=C1CCN1,NC1=C(NC=O)NC(=C1)O,19,True,0.09302325581395349
C=[NH][CH]N1CC1.O=C=O,[O-]C(=O)C[NH+]=CN1CC1,N=C1N=C(C=O)O1C=CC1,19,False,
[NH2]=CNC=N[CH2].O=C=O,[O-]C(=O)CN=CNC=[NH2+],NC(=[NH2+])CC([O-])=O,21,True,0.3
N#CC1=NCC(O1)(N)N,NC(=[NH2+])C[N-]C(=O)C#N,NC1(NC(=N)N1)C(C#N)C#N,22,True,0.10256410256410256
NC(=NCC(=O)O)C#C,[O-]C(=O)CNC(=[NH2+])C#C,NC(=N)C(=O)C#CC(O)C#N,21,True,0.0975609756097561
OC(=O)CNC(C)(C)C,CC(C)(C)[NH2+]CC([O-])=O,CC(C)(C)([NH3+])C(C)C([O-])=O,29,False,
OC(=O)CCC(N)(C)C,CC(C)([NH3+])CCC([O-])=O,CC(C)(C)([NH3+])C(C)C([O-])=O,29,False,
OC(=O)CNC1(C)CC1,CC1(CC1)[NH2+]CC([O-])=O,CC1(CC1)C([NH2+]C([O-])=O)C1,28,False,
OC(=O)CC[C@]1(C)CN1,CC1(CCC([O-])=O)C[NH2+]1,CC1(CC1)C([NH2+]C1)C([O-])=O,28,False,
OC(=O)CCC1(N)CC1,[NH3+]C1(CCC([O-])=O)CC1,CC1(CC1)C([NH2+]C([O-])=O)C1,28,False,
OC(=O)CC[C@H]1CCN1,[O-]C(=O)CCC1CC[NH2+]1,CC1CCC1C([NH2+]1)C([O-])=O,26,False,
OC(=O)CCC1CNC1,[O-]C(=O)CCC1C[NH2+]C1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
OC(=O)CCN1CCC1,[O-]C(=O)CC[NH+]1CCC1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
OC(=O)CNC1CCC1,[O-]C(=O)C[NH2+]C1CCC1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
OC(=O)CNC1CNC1,[O-]C(=O)CNC1C[NH2+]C1,NC1(CNC1C[NH2+]C1)C([O-])=O,27,False,
OC(=O)CNC1COC1,[O-]C(=O)C[NH2+]C1COC1,NC1(C[NH2+]CC1)C([O-])=O,24,True,0.15789473684210525
OC(=O)COC1CNC1,[O-]C(=O)COC1C[NH2+]C1,NC1(C[NH2+]CC1)C([O-])=O,24,True,0.2222222222222222
CC(=N)NCCC(=O)O,CC(N)=[NH+]CCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,29,False,
NC(=N)NCCC(=O)O,NC(N)=[NH+]CCC([O-])=O,NC(=N)C(=O)CNC(N)=O,19,True,0.22580645161290322
CC(=N)NCCC(=O)O,CC(=[NH2+])NCCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,29,False,
CC(=O)CNCC(=O)O,CC(=O)C[NH2+]CC([O-])=O,NC(=[NH2+])CC(CO)C([O-])=O,26,True,0.22580645161290322
NC(=N)CCCC(=O)O,NC(=[NH2+])CCCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,29,False,
OC(=O)C[NH]=CC(=[NH2])N,NC(=[NH2+])CNCC([O-])=O,NC(=[NH2+])C(C=O)C([O-])=O,26,True,0.3448275862068966
NC(=N)COCC(=O)O,NC(=[NH2+])COCC([O-])=O,NC(=N)C(=O)COC(O)CO,19,True,0.2647058823529412
NC(=N)NCCC(=O)O,NC(=[NH2+])NCCC([O-])=O,NC(=N)C(=O)CNC(N)=O,19,True,0.2903225806451613
NC(=O)N.O=C=O.C=C,NC(=[NH2+])OCCC([O-])=O,NC(=[NH2+])CC([O-])=O,21,True,0.4230769230769231
NC(=O)CNCC(=O)O,NC(=O)C[NH2+]CC([O-])=O,NC(=N)C(=O)COC(O)CO,19,True,0.2
OC(=O)CCC[C@H]1CN1,[O-]C(=O)CCCC1C[NH2+]1,CC1CCC1C([NH2+]1)C([O-])=O,26,False,
OC(=O)CCNC1CC1,[O-]C(=O)CC[NH2+]C1CC1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
OC(=O)CNCC1CC1,[O-]C(=O)C[NH2+]CC1CC1,NC1(CC[NH2+]C1)CC1([O-])=O,26,False,
OC(=O)CNC[C@H]1CN1,[O-]C(=O)C[NH2+]CC1CN1,NC1C(=N)C([NH2+])C1CCO,22,True,0.09523809523809523
OC(=O)CNC[C@H]1CO1,[O-]C(=O)C[NH2+]CC1CO1,[NH3+]C1CC1C(O)C([O-])=O,24,True,0.19444444444444445
C#CCNCCC(=O)O,[O-]C(=O)CC[NH2+]CC#C,[NH3+]CCC#CC([O-])=O)CC#C,25,False,
C#CCCNCC(=O)O,[O-]C(=O)C[NH2+]CCC#C,[NH3+]CCC#CC([O-])=O)CC#C,25,False,
N#CCCNCC(=O)O,[O-]C(=O)C[NH2+]CCC#N,NC(C[NH2+]C#CC#N)C([O-])=O,26,True,0.2564102564102564
NCC=O.O=C=O.C=C,[O-]C(=O)CC[NH2+]CC=O,[NH3+]CCC1=C([O-])OC([O)=O1,27,False,
O=CCCNCC(=O)O,[O-]C(=O)C[NH2+]CCC=O,NC(=[NH2+])CCC([O-])=O,22,True,0.23333333333333334
N[C@@H](C#C)C#CC(=O)O,[NH3+]C(C#C)C#CC([O-])=O,[NH3+]C(C#C)C([O-])=O,21,True,0.46153846153846156
C[C@H](C(=O)C(=N)N)C#C,CC(C#C)C(=O)C(N)=N,CC(C#C)C(=O)C(N)=N,18,True,1.0
C[C@H](C(=O)C(=N)N)C#N,CC(C#N)C(=O)C(N)=N,NC(=N)C(C#N)C(C)C#N,19,True,0.41379310344827586
NC(=N)C(=O)[C@H](C#C)O,NC(=N)C(=O)C(O)C#C,NC(=N)C(C#C)C(O)C([NH3+])C#,27,False,
NC(=N)C(=O)[C@H](C#N)O,NC(=N)C(=O)C(O)C#N,NC(=N)C(=O)C(O)C#N,18,True,1.0
C#C[C@@H]([C@H](C(=O)O)N)C,CC(C#C)C([NH3+])C([O-])=O,CC([NH3+])C(C#C)C([O-])=O,25,True,0.5555555555555556
C#C[C@@H]([C@@H](C(=O)O)C)N,CC(C([NH3+])C#C)C([O-])=O,CC([NH3+])C(C#C)C([O-])=O,25,True,0.5555555555555556
C#C[C@@H]([C@@H](C(=O)O)N)N,NC(C([NH3+])C#C)C([O-])=O,CC([NH3+])C(C#N)C([O-])=O,25,True,0.3125
C#C[C@@H]([C@H](C(=O)O)O)N,[NH3+]C(C#C)C(O)C([O-])=O,[NH3+]C(C#C)C(O)C([O-])=O,25,True,1.0
C#C[C@@H]([C@@H](C(=O)O)N)O,[NH3+]C(C(O)C#C)C([O-])=O,[NH3+]C(C#C)C(O)C([O-])=O,25,True,0.5384615384615384
N[C@H](C(=O)O)C#CC#C,[NH3+]C(C#CC#C)C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,25,False,
CN(C(=N)N)C(=O)C#C,CN(C(N)=N)C(=O)C#C,NC(=N)C(C#N)C(C)(=O)C#N,23,False,
CN(C(=N)N)C(=O)C#N,CN(C(N)=N)C(=O)C#N,NC(=N)C(=O)C(N)(N)C#N)C#N,25,False,
CN(C(=N)N)C(=O)C=O,CN(C(N)=N)C(=O)C=O,NC(=N)C(=O)C(N)C(N)=O,21,True,0.23333333333333334
C[C@H](C(N)(C)C)C(=O)O,CC(C([O-])=O)C(C)(C)[NH3+],CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.38461538461538464
N[C@H](C(C)(C)C)C(=O)O,CC(C)(C)C([NH3+])C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.4583333333333333
N[C@H](C(N)(C)C)C(=O)O,CC(C)([NH3+])C(N)C([O-])=O,CC(C)(C)([NH3+])C(N)C([O-])=O,29,False,
O[C@H](C(N)(C)C)C(=O)O,CC(C)([NH3+])C(O)C([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,30,True,0.56
OC(=O)[C@@H](C(O)(C)C)N,CC(C)(O)C([NH3+])C([O-])=O,CC(C)([NH3+])C(C)(O)C([O-])=O,29,True,0.4
C[C@H]([C@@]1(C)CN1)C(=O)O,CC(C([O-])=O)C1(C)C[NH2+]1,CC1(C)C1([NH3+])C([O-])=O,25,False,
C[C@H](C1(N)CC1)C(=O)O,CC(C([O-])=O)C1([NH3+])CC1,CC1(C)C([NH3+])C1(C)C([O-])=O,29,True,0.26666666666666666
N[C@H](C1(C)CC1)C(=O)O,CC1(CC1)C([NH3+])C([O-])=O,CC1(C)C([NH3+])C1(C)C([O-])=O,29,True,0.3103448275862069
C[C@]1(CN1)[C@H](C(=O)O)N,CC1(CN1)C([NH3+])C([O-])=O,CC1(C)C([NH3+])C1)C([O-])=O,27,False,
C[C@]1(CO1)[C@H](C(=O)O)N,CC1(CO1)C([NH3+])C([O-])=O,CC1(C)C([NH3+])C1([O-])=O,25,False,
N[C@H](C1(N)CC1)C(=O)O,NC(C([O-])=O)C1([NH3+])CC1,CC1(C)C([NH3+])C1([O-])=O,25,False,
OC(=O)[C@@H](C1(O)CC1)N,[NH3+]C(C([O-])=O)C1(O)CC1,CC1(C)C([NH3+])C1([O-])=O,25,False,
O[C@H](C1(N)CC1)C(=O)O,[NH3+]C1(CC1)C(O)C([O-])=O,CC1(C)C([NH3+])C([O-])=O,24,False,
C[C@H](C#CCC(=O)O)N,CC([NH3+])C#CCC([O-])=O,CC([NH3+])C#C(C)C([O-])=O,25,False,
CC(C(=O)NC(=N)N)C,CC(C)C(=O)NC(N)=N,CC(C)(N)C(=N)C(N)=O,19,True,0.2857142857142857
C[C@H](C(=O)NC(=N)N)O,CC(O)C(=O)NC(N)=N,CC(N)C(=[NH2+])C(N)C([O-])=O,28,True,0.21875
[CH2]C(=[NH2])N(C)C.O=C=O,CN(C)C(=[NH2+])CC([O-])=O,CC([NH3+])C(C)C([O-])=O,23,True,0.25
C[C@H](C(=NCC#N)O)N,CC([NH3+])C(=O)[N-]CC#N,CC(N)C(C#N)C(N)C#N,18,True,0.21212121212121213
C[C@H]([C@H](C(=O)O)C#C)N,CC([NH3+])C(C#C)C([O-])=O,CC(C#C)C([NH3+])C([O-])=O,25,True,0.5555555555555556
C[C@H]([C@H](C(=O)O)C#N)N,CC([NH3+])C(C#N)C([O-])=O,CC([NH3+])C(C#N)C([O-])=O,25,True,1.0
CN([C@H](C(=O)O)C#C)C,C[NH+](C)C(C#C)C([O-])=O,CC(C#C)([NH3+])C(C)C#C)C([O-])=O,32,False,
CC([C@](C(=O)O)(N)C)C,CC(C)C(C)([NH3+])C([O-])=O,CC(C)(C)(C)([NH3+])(C)C([O-])=O,31,False,
C[C@H](C(C(=O)O)(C)C)N,CC([NH3+])C(C)(C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.38461538461538464
C[C@](C(=O)O)([C@H](N)C)N,CC([NH3+])C(C)(N)C([O-])=O,CC(C)C([NH3+])C(N)C([O-])=O,27,True,0.3793103448275862
C[C@](C(=O)O)([C@H](N)C)O,CC([NH3+])C(C)(O)C([O-])=O,CC(C)([NH3+])C(C)(O)C([O-])=O,29,True,0.44
C[C@H]([C@](C(=O)O)(N)C)O,CC(O)C(C)([NH3+])C([O-])=O,CC(C)([NH3+])C(C)(O)C([O-])=O,29,True,0.44
CN(C(C(=O)O)(C)C)C,C[NH+](C)C(C)(C)C([O-])=O,CC(C)(C)(C)([NH3+])(C)(C)(C)([O-])=O,36,False,
N[C@H](C(C)C)CC(=O)O,CC(C)C([NH3+])CC([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.44
CC(N(CC(=O)O)C)C,CC(C)[NH+](C)CC([O-])=O,CC(C)(C)(C)([NH3+])C(C)C([O-])=O,32,False,
C[C@H]([C@H](N)C)CC(=O)O,CC([NH3+])C(C)CC([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,True,0.4444444444444444
C[C@H]([C@H](CC(=O)O)O)N,CC([NH3+])C(O)CC([O-])=O,CC([NH3+])C(C)C([O-])=O,23,True,0.44
OC(=O)C[C@@H]([C@H](O)C)N,CC(O)C([NH3+])CC([O-])=O,CC([NH3+])C(C)C([O-])=O,23,True,0.38461538461538464
C[C@H](C1(CC1)C(=O)O)N,CC([NH3+])C1(CC1)C([O-])=O,CC1(C)C([NH3+])C1(C)C([O-])=O,29,True,0.3103448275862069
CC=C1NC1.O=C=O.N,CC([NH3+])C1(CN1)C([O-])=O,CN=C1N=C(CO)OC=N1,17,True,0.06666666666666667
CN(C1(CC1)C(=O)O)C,C[NH+](C)C1(CC1)C([O-])=O,CC1(CC1)C([NH3+])C([O-])=O,26,True,0.3103448275862069
C[C@H](C1=COC(=O)C1)N,CC([NH3+])C1=CC(=O)O[CH-]1,CC1(CC1C([NH3+])C([O-])=O)C([O,30,False,
C[C@H]([C@H]1C[C@H]1C(=O)O)N,CC([NH3+])C1CC1C([O-])=O,CC1CC1C([NH3+])C1C([O-])=O,26,False,
C[C@H]([C@H]1N[C@H]1C(=O)O)N,CC([NH3+])C1NC1C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,True,0.3
C[C@H]([C@H]1O[C@H]1C(=O)O)N,CC([NH3+])C1OC1C([O-])=O,CC1[NH2+]C(C1C)C([O-])=O,24,True,0.24242424242424243
CN([C@H]1C[C@H]1C(=O)O)C,C[NH+](C)C1CC1C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,True,0.3225806451612903
CN(C=NCC(=O)O)C,CN(C)C=[NH+]CC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,29,False,
C[C@H](CC#CC(=O)O)N,CC([NH3+])CC#CC([O-])=O,CC([NH3+])C#C(C)C([O-])=O,25,False,
CC(CC(=O)C(=N)N)C,CC(C)CC(=O)C(N)=N,CCC(C)(C)(C)(N)=[NH2+])CC([C-])=O,33,False,
CC(NC(=O)C(=N)N)C,CC(C)NC(=O)C(N)=N,CC(C)(N)C(=N)C(N)=O,19,True,0.2857142857142857
CC(OC(=O)C(=N)N)C,CC(C)OC(=O)C(N)=N,CC(C)(N)(C([NH3+])C([O-])=O)C(C)=O,34,False,
C[C@H](CC(=O)C(=N)N)O,CC(O)CC(=O)C(N)=N,CC(C)C([NH3+])C([O-])=O,23,True,0.2413793103448276
CN(CC(=O)C(=N)N)C,CN(C)CC(=O)C(N)=N,CC(C)(N)C(=N)C(N)=O,19,True,0.2857142857142857
C[C@H](CC(C#N)C#N)N,CC([NH3+])C[C-](C#N)C#N,CC(C#N)C(N)C#N)C#C,18,False,
N[C@@H](C(=O)O)CC(C)C,CC(C)CC([NH3+])C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.4230769230769231
C[C@@H](C(=O)O)NC(C)C,CC(C)[NH2+]C(C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,27,True,0.34615384615384615
C[C@@H](C(=O)O)C[C@H](N)C,CC([NH3+])CC(C)C([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,True,0.4444444444444444
C[C@H](C[C@H](C(=O)O)O)N,CC([NH3+])CC(O)C([O-])=O,CC([NH3+])C(C)C([O-])=O,23,True,0.44
C[C@H](C[C@H](C(=O)O)N)O,CC(O)CC([NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,23,True,0.44
N[C@@H](C(=O)O)CN(C)C,C[NH+](C)CC(N)C([O-])=O,CC(C)C([NH3+])C([O-])=O,23,True,0.2857142857142857
C[C@H](CNC(=O)C#N)N,CC([NH3+])C[N-]C(=O)C#N,CC(N)C(C#N)C(N)C#N,18,True,0.21212121212121213
CC(CNCC(=O)O)C,CC(C)C[NH2+]CC([O-])=O,CCC(C)([NH2+]CCC([O-])=O)C(C)=O,31,True,0.24324324324324326
CC(NCCC(=O)O)C,CC(C)[NH2+]CCC([O-])=O,CCC(C)([NH2+]CCC([O-])=O)C(C)=O,31,True,0.3939393939393939
C[C@H](CCCC(=O)O)N,CC([NH3+])CCCC([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,True,0.36666666666666664
C[C@H](COCC(=O)O)N,CC([NH3+])COCC([O-])=O,CC([NH3+])C(CO)C([O-])=O,24,True,0.3548387096774194
C[C@H](CNCC(=O)O)O,CC(O)C[NH2+]CC([O-])=O,CC([NH3+])C(CO)C([O-])=O,24,True,0.28125
CN(CCCC(=O)O)C,C[NH+](C)CCCC([O-])=O,CCC(C)([NH2+]CCC([O-])=O)C(C)=O,31,True,0.2857142857142857
C[C@H](C(=O)O)[C@H]1C[C@H]1N,CC(C1CC1[NH3+])C([O-])=O,CC1CC1C([NH3+])C1C([O-])=O,26,False,
C[C@H](C(=O)O)[C@H]1N[C@H]1C,CC(C1[NH2+]C1C)C([O-])=O,CC1CC1C([NH3+])C1C([O-])=O,26,False,
C[C@H]1C[C@H]1[C@H](C(=O)O)N,CC1CC1C([NH3+])C([O-])=O,CC1CC1C([NH3+])C1C([O-])=O,26,False,
C[C@H]1N[C@H]1[C@H](C(=O)O)N,CC1NC1C([NH3+])C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,True,0.3103448275862069
C[C@H]1O[C@H]1[C@H](C(=O)O)N,CC1OC1C([NH3+])C([O-])=O,CC1[NH2+]C(C1C)C([O-])=O,24,True,0.25
CN1C[C@H]1[C@H](C(=O)O)N,CN1CC1C([NH3+])C([O-])=O,CC1C(N1C([NH3+])C([O-])=O,25,False,
OC(=O)[C@H]([C@H]1C[C@H]1O)N,[NH3+]C(C1CC1O)C([O-])=O,CC1[NH2+]C(C1C)C([O-])=O,24,True,0.18181818181818182
N[C@H]1C[C@H]1[C@H](C(=O)O)O,[NH3+]C1CC1C(O)C([O-])=O,CC1[NH2+]C(C1C)C([O-])=O,24,True,0.18181818181818182
C[C@H](C(=O)O)[C@H]1CCN1,CC(C1CC[NH2+]1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,True,0.22857142857142856
NC[C@@H]1COC(=O)[C@H]1C,CC(C1C[NH2+]C1)C([O-])=O,CC1CCC1[NH2+]C1C([O-])=O,24,False,
C[C@H](C(=O)O)N1CCC1,CC([NH+]1CCC1)C([O-])=O,CC1(CC1CC([NH3+])C([O-])=O,26,False,
N[C@H](C(=O)O)C1CCC1,[NH3+]C(C1CCC1)C([O-])=O,CC1(CC1CC([NH3+])C([O-])=O,26,False,
N[C@H](C(=O)O)[C@H]1CCN1,NC(C1CC[NH2+]1)C([O-])=O,CC1C(N1C([NH3+])C([O-])=O,25,False,
